amount,transaction_type,merchant_category,device_type,location,hour,customer_age,transaction_frequency,is_fraud
38140,Online,Food,Laptop,Delhi,13,52,47,0
14117,ATM,Travel,Mobile,Chennai,6,49,42,0
1633,ATM,Luxury,Desktop,Pune,17,62,17,0
45137,POS,Grocery,Desktop,Delhi,18,28,18,0
21244,ATM,Travel,Desktop,Pune,5,66,5,0
28469,POS,Luxury,Laptop,Mumbai,19,67,2,0
41390,ATM,Luxury,Mobile,Bangalore,14,43,42,0
41170,POS,Electronics,Laptop,Delhi,1,25,16,0
3069,ATM,Luxury,Mobile,Mumbai,22,65,2,0
45420,ATM,Travel,Desktop,Bangalore,1,30,32,0
21697,ATM,Electronics,Mobile,Hyderabad,22,60,9,0
28933,ATM,Food,Desktop,Chennai,23,61,40,1
16099,POS,Travel,Mobile,Chennai,19,48,36,0
32683,Online,Electronics,Mobile,Hyderabad,3,63,8,0
7945,Online,Luxury,Desktop,Pune,15,48,31,0
30120,POS,Travel,Mobile,Mumbai,1,70,10,0
23591,Online,Luxury,Mobile,Hyderabad,4,30,19,0
35125,ATM,Food,Laptop,Mumbai,15,54,37,0
13800,POS,Electronics,Desktop,Hyderabad,11,66,39,0
21534,ATM,Food,Laptop,Chennai,5,20,11,0
49807,Online,Travel,Laptop,Mumbai,14,69,40,0
2175,ATM,Luxury,Laptop,Chennai,20,25,28,0
44933,ATM,Food,Desktop,Mumbai,8,68,49,0
11126,POS,Food,Mobile,Hyderabad,17,50,10,0
49567,Online,Electronics,Desktop,Pune,9,34,9,0
10322,POS,Travel,Desktop,Mumbai,5,61,36,0
32292,Online,Food,Desktop,Chennai,15,30,22,0
42538,POS,Electronics,Desktop,Delhi,3,37,29,0
23215,POS,Food,Laptop,Hyderabad,1,58,41,0
24451,ATM,Electronics,Mobile,Hyderabad,16,68,35,0
33930,POS,Food,Desktop,Delhi,19,27,39,0
49331,Online,Travel,Mobile,Hyderabad,8,21,29,0
32851,POS,Luxury,Mobile,Hyderabad,3,66,50,0
46726,Online,Travel,Laptop,Chennai,22,27,38,0
16525,Online,Grocery,Laptop,Delhi,4,59,33,0
21255,ATM,Luxury,Laptop,Delhi,15,33,16,0
49789,ATM,Electronics,Desktop,Delhi,23,35,32,1
28324,Online,Electronics,Mobile,Chennai,23,27,5,0
12782,ATM,Food,Mobile,Chennai,12,56,46,0
41789,Online,Grocery,Desktop,Delhi,22,53,47,0
3694,ATM,Food,Mobile,Chennai,7,39,27,0
3504,ATM,Luxury,Desktop,Mumbai,8,53,14,0
42215,ATM,Electronics,Mobile,Delhi,0,21,19,0
40153,Online,Food,Laptop,Mumbai,18,32,47,0
7718,ATM,Luxury,Desktop,Bangalore,1,42,20,0
44069,ATM,Grocery,Mobile,Chennai,5,52,25,0
16314,POS,Food,Mobile,Delhi,15,50,3,0
47050,ATM,Luxury,Laptop,Delhi,22,49,37,0
20255,ATM,Electronics,Laptop,Hyderabad,18,24,25,0
17628,Online,Travel,Laptop,Delhi,2,62,50,0
37847,ATM,Travel,Mobile,Chennai,16,36,26,0
41479,Online,Grocery,Desktop,Pune,13,60,43,0
26427,ATM,Electronics,Mobile,Mumbai,1,41,22,0
37552,POS,Grocery,Desktop,Mumbai,3,40,21,0
9953,POS,Electronics,Mobile,Hyderabad,1,25,1,0
9634,ATM,Luxury,Desktop,Bangalore,3,53,45,0
41367,Online,Grocery,Mobile,Hyderabad,16,49,35,0
11465,ATM,Luxury,Mobile,Bangalore,8,39,46,0
44383,ATM,Grocery,Mobile,Bangalore,2,33,18,0
24896,POS,Electronics,Mobile,Bangalore,21,59,35,0
6499,ATM,Grocery,Laptop,Mumbai,12,19,17,0
29309,ATM,Food,Desktop,Bangalore,15,49,21,0
21156,ATM,Travel,Desktop,Pune,8,21,3,0
38536,Online,Grocery,Laptop,Chennai,3,50,21,0
37887,POS,Food,Desktop,Delhi,22,34,36,0
43861,ATM,Grocery,Mobile,Pune,2,46,44,0
9784,Online,Food,Laptop,Chennai,16,55,43,0
14865,ATM,Luxury,Mobile,Hyderabad,2,32,16,0
46851,Online,Luxury,Desktop,Pune,14,68,14,0
359,Online,Food,Mobile,Hyderabad,8,55,50,0
9238,ATM,Electronics,Laptop,Mumbai,5,56,7,0
27571,Online,Grocery,Laptop,Mumbai,9,38,38,0
38962,ATM,Food,Mobile,Mumbai,2,46,11,0
16838,ATM,Luxury,Laptop,Hyderabad,3,23,42,0
38968,ATM,Electronics,Laptop,Mumbai,3,43,10,0
44433,Online,Travel,Mobile,Mumbai,21,63,42,0
40834,Online,Luxury,Laptop,Pune,11,29,7,0
19082,Online,Luxury,Laptop,Pune,10,39,36,0
40794,POS,Electronics,Desktop,Delhi,9,69,35,0
39099,POS,Food,Mobile,Bangalore,6,38,9,0
48420,POS,Electronics,Desktop,Delhi,18,25,50,0
844,Online,Food,Laptop,Mumbai,7,18,39,0
14271,POS,Electronics,Mobile,Pune,11,48,38,0
4610,POS,Electronics,Desktop,Delhi,23,57,2,0
37329,Online,Food,Mobile,Chennai,15,28,22,0
47921,Online,Luxury,Laptop,Chennai,17,22,36,0
15524,Online,Electronics,Laptop,Chennai,20,62,26,0
49272,POS,Grocery,Desktop,Mumbai,19,48,21,0
29915,POS,Travel,Desktop,Hyderabad,3,19,6,0
36297,Online,Luxury,Mobile,Pune,7,36,28,0
11726,Online,Food,Mobile,Delhi,10,30,42,0
10252,POS,Luxury,Mobile,Hyderabad,11,65,40,0
2350,ATM,Luxury,Laptop,Chennai,9,64,33,0
43105,POS,Luxury,Desktop,Mumbai,1,37,50,0
12543,ATM,Luxury,Laptop,Bangalore,6,42,20,0
8590,ATM,Electronics,Laptop,Mumbai,8,36,4,0
16541,Online,Travel,Mobile,Mumbai,17,41,26,0
31400,ATM,Electronics,Desktop,Hyderabad,1,18,24,0
10228,Online,Electronics,Desktop,Chennai,3,69,46,0
1516,ATM,Food,Mobile,Chennai,11,46,17,0
22128,ATM,Electronics,Mobile,Delhi,9,58,9,0
25054,ATM,Travel,Laptop,Bangalore,12,29,24,0
28217,POS,Electronics,Mobile,Delhi,0,44,32,0
44642,POS,Grocery,Desktop,Pune,10,63,22,0
2454,ATM,Food,Laptop,Mumbai,2,30,13,0
2059,Online,Electronics,Desktop,Delhi,9,52,35,0
35642,ATM,Travel,Laptop,Delhi,6,60,34,0
4332,POS,Luxury,Laptop,Pune,1,60,43,0
44014,ATM,Food,Laptop,Chennai,6,45,39,0
43745,ATM,Grocery,Laptop,Pune,21,51,23,0
23928,Online,Food,Laptop,Hyderabad,20,40,23,0
11526,ATM,Food,Desktop,Mumbai,5,61,18,0
18350,ATM,Electronics,Desktop,Hyderabad,21,43,24,0
14141,ATM,Food,Mobile,Delhi,10,48,7,0
9302,Online,Grocery,Laptop,Mumbai,22,35,26,0
38285,ATM,Grocery,Laptop,Pune,23,18,49,1
12760,ATM,Electronics,Desktop,Pune,15,70,9,0
6688,POS,Electronics,Mobile,Mumbai,1,62,6,0
7743,Online,Food,Mobile,Bangalore,19,39,47,0
32907,POS,Grocery,Laptop,Bangalore,5,34,34,0
10443,Online,Grocery,Desktop,Delhi,4,60,37,0
42607,Online,Luxury,Mobile,Delhi,2,65,14,0
10038,POS,Travel,Desktop,Hyderabad,13,68,8,0
32062,Online,Electronics,Desktop,Pune,2,34,40,0
31345,POS,Luxury,Mobile,Chennai,8,28,39,0
44789,ATM,Grocery,Laptop,Pune,6,47,13,0
29663,ATM,Electronics,Desktop,Bangalore,12,67,36,0
47856,Online,Grocery,Desktop,Mumbai,2,54,23,0
31056,ATM,Luxury,Laptop,Pune,20,18,46,0
42341,POS,Luxury,Desktop,Bangalore,11,48,23,0
38588,POS,Food,Desktop,Mumbai,20,54,20,0
14654,POS,Grocery,Laptop,Chennai,7,43,31,0
16454,POS,Electronics,Laptop,Delhi,4,19,42,0
20669,ATM,Electronics,Desktop,Bangalore,2,64,32,0
31134,ATM,Electronics,Laptop,Hyderabad,23,29,19,0
41574,Online,Food,Laptop,Mumbai,23,41,2,0
14297,POS,Food,Desktop,Delhi,6,33,22,0
8772,Online,Grocery,Mobile,Delhi,6,57,33,0
24178,ATM,Grocery,Mobile,Chennai,5,21,19,0
33338,POS,Travel,Laptop,Chennai,7,20,19,0
36932,POS,Travel,Laptop,Hyderabad,3,37,23,0
9438,POS,Food,Desktop,Bangalore,7,21,23,0
394,ATM,Electronics,Mobile,Delhi,19,49,14,0
29887,POS,Grocery,Mobile,Mumbai,8,47,30,0
2856,Online,Electronics,Mobile,Hyderabad,19,38,40,0
1368,POS,Electronics,Mobile,Delhi,10,25,19,0
24407,POS,Grocery,Laptop,Bangalore,2,29,47,0
12624,Online,Food,Desktop,Pune,12,39,36,0
42595,POS,Grocery,Desktop,Chennai,7,18,50,0
24325,POS,Grocery,Desktop,Bangalore,20,59,37,0
22495,Online,Grocery,Mobile,Bangalore,20,46,41,0
21663,ATM,Luxury,Desktop,Hyderabad,1,39,11,0
12118,ATM,Luxury,Mobile,Pune,10,68,5,0
22814,POS,Luxury,Mobile,Chennai,17,38,39,0
26625,ATM,Food,Desktop,Mumbai,19,49,45,0
44021,ATM,Travel,Desktop,Delhi,13,60,43,0
13730,ATM,Electronics,Desktop,Pune,1,43,43,0
28780,POS,Food,Desktop,Chennai,1,36,24,0
805,POS,Luxury,Laptop,Bangalore,8,37,7,0
7237,POS,Grocery,Laptop,Delhi,23,55,43,0
31620,Online,Electronics,Mobile,Hyderabad,3,58,19,0
37179,ATM,Grocery,Laptop,Pune,12,60,42,0
36438,ATM,Grocery,Mobile,Mumbai,1,52,37,0
16501,POS,Electronics,Desktop,Delhi,12,25,5,0
20641,POS,Food,Desktop,Delhi,12,29,14,0
47210,POS,Luxury,Laptop,Mumbai,0,43,34,0
13605,ATM,Luxury,Laptop,Chennai,19,52,41,0
5536,POS,Luxury,Mobile,Pune,5,48,16,0
20681,Online,Electronics,Desktop,Chennai,19,42,44,0
25959,POS,Electronics,Laptop,Bangalore,7,19,23,0
12198,ATM,Grocery,Laptop,Pune,1,46,36,0
15875,ATM,Travel,Laptop,Chennai,9,40,3,0
15129,POS,Luxury,Laptop,Mumbai,14,37,41,0
11893,Online,Luxury,Desktop,Bangalore,17,20,41,0
40928,POS,Food,Desktop,Mumbai,16,48,38,0
3822,POS,Electronics,Laptop,Hyderabad,18,31,15,0
28048,ATM,Grocery,Desktop,Chennai,7,70,16,0
25181,Online,Luxury,Laptop,Chennai,23,40,27,1
48212,POS,Travel,Mobile,Delhi,22,65,32,0
7545,Online,Electronics,Laptop,Delhi,16,37,27,0
45021,ATM,Food,Mobile,Pune,2,62,14,0
35180,Online,Food,Mobile,Mumbai,16,39,8,0
47207,Online,Grocery,Laptop,Hyderabad,6,36,27,0
34114,POS,Food,Laptop,Delhi,8,22,21,0
49901,Online,Electronics,Mobile,Hyderabad,12,54,14,0
11676,POS,Electronics,Laptop,Mumbai,2,68,35,0
17048,ATM,Grocery,Mobile,Hyderabad,23,26,34,0
12096,Online,Grocery,Mobile,Delhi,4,31,26,0
18307,Online,Electronics,Desktop,Delhi,17,29,35,0
16573,Online,Luxury,Desktop,Bangalore,17,70,15,0
30579,Online,Luxury,Desktop,Chennai,4,21,32,0
38486,POS,Travel,Mobile,Hyderabad,1,42,50,0
19744,ATM,Grocery,Mobile,Bangalore,8,49,22,0
21990,Online,Luxury,Laptop,Delhi,21,63,18,0
24552,ATM,Luxury,Laptop,Delhi,12,26,14,0
6788,ATM,Travel,Desktop,Mumbai,11,69,14,0
18135,POS,Food,Laptop,Chennai,1,33,48,0
29005,ATM,Food,Laptop,Hyderabad,4,64,8,0
46492,ATM,Luxury,Laptop,Bangalore,11,35,50,0
17308,POS,Luxury,Mobile,Chennai,11,48,40,0
4383,Online,Grocery,Laptop,Mumbai,3,64,9,0
22879,POS,Luxury,Laptop,Mumbai,4,39,25,0
8719,Online,Electronics,Mobile,Bangalore,1,18,13,0
22765,Online,Travel,Mobile,Pune,10,62,27,0
14283,POS,Food,Desktop,Delhi,1,46,44,0
46963,Online,Travel,Laptop,Hyderabad,7,39,21,0
39693,POS,Electronics,Laptop,Pune,19,37,29,0
1442,Online,Grocery,Desktop,Hyderabad,20,25,40,0
47133,POS,Grocery,Mobile,Mumbai,17,34,20,0
12207,Online,Travel,Mobile,Mumbai,16,24,45,0
13999,ATM,Electronics,Laptop,Bangalore,16,63,8,0
28391,ATM,Luxury,Laptop,Mumbai,12,32,22,0
11223,Online,Travel,Desktop,Mumbai,2,40,30,0
13046,Online,Electronics,Laptop,Pune,23,59,23,0
4897,ATM,Travel,Laptop,Chennai,3,33,5,0
19780,Online,Electronics,Laptop,Pune,13,31,38,0
39396,ATM,Food,Mobile,Mumbai,9,68,14,0
4779,POS,Luxury,Laptop,Hyderabad,18,48,2,0
41500,ATM,Electronics,Mobile,Pune,10,63,19,0
17391,ATM,Travel,Laptop,Hyderabad,21,67,38,0
3659,POS,Grocery,Laptop,Hyderabad,9,60,35,0
41989,Online,Grocery,Desktop,Bangalore,21,47,18,0
28515,ATM,Food,Laptop,Mumbai,14,61,39,0
37377,ATM,Grocery,Mobile,Delhi,13,34,20,0
6250,Online,Luxury,Desktop,Delhi,3,60,18,0
5377,ATM,Grocery,Mobile,Hyderabad,15,43,15,0
30296,Online,Luxury,Laptop,Chennai,22,51,41,0
39946,Online,Electronics,Desktop,Mumbai,1,33,16,0
872,ATM,Luxury,Desktop,Hyderabad,19,61,22,0
2954,Online,Grocery,Laptop,Mumbai,6,63,37,0
18052,Online,Food,Laptop,Chennai,3,66,2,0
47092,POS,Food,Mobile,Delhi,12,41,19,0
28740,ATM,Grocery,Desktop,Mumbai,22,30,24,0
26955,POS,Luxury,Laptop,Delhi,4,59,29,0
1759,POS,Travel,Laptop,Bangalore,22,44,3,0
8411,POS,Luxury,Laptop,Chennai,6,52,11,0
31684,Online,Luxury,Desktop,Pune,14,56,34,0
33584,POS,Luxury,Laptop,Delhi,21,54,7,0
36124,ATM,Travel,Desktop,Delhi,12,29,23,0
9619,ATM,Travel,Desktop,Hyderabad,18,47,4,0
40135,Online,Luxury,Desktop,Pune,10,19,29,0
2427,Online,Food,Mobile,Pune,12,62,6,0
10994,ATM,Food,Laptop,Chennai,21,19,12,0
36014,Online,Food,Mobile,Chennai,11,55,20,0
8799,ATM,Electronics,Mobile,Delhi,13,57,36,0
41815,POS,Luxury,Desktop,Bangalore,9,24,40,0
46752,POS,Food,Mobile,Hyderabad,17,18,34,0
25238,ATM,Travel,Desktop,Chennai,18,68,29,0
14590,POS,Grocery,Mobile,Chennai,6,24,6,0
24800,Online,Grocery,Laptop,Delhi,1,22,9,0
45496,Online,Luxury,Mobile,Bangalore,18,44,23,0
33952,Online,Electronics,Desktop,Bangalore,22,41,16,0
33732,Online,Grocery,Desktop,Hyderabad,6,37,48,0
10718,POS,Grocery,Laptop,Hyderabad,10,29,9,0
37497,Online,Luxury,Laptop,Chennai,21,42,48,0
49751,POS,Food,Desktop,Chennai,7,30,40,0
41393,POS,Luxury,Mobile,Bangalore,18,54,17,0
26094,Online,Travel,Laptop,Chennai,3,39,9,0
30211,ATM,Grocery,Desktop,Chennai,4,46,31,0
38864,ATM,Luxury,Mobile,Mumbai,12,46,37,0
45989,Online,Luxury,Mobile,Pune,20,41,23,0
8219,Online,Electronics,Laptop,Bangalore,5,41,2,0
42541,ATM,Travel,Desktop,Bangalore,23,21,45,1
11805,POS,Electronics,Desktop,Hyderabad,2,56,12,0
24321,Online,Grocery,Mobile,Delhi,0,46,30,0
6626,Online,Travel,Desktop,Pune,14,34,43,0
19126,ATM,Grocery,Mobile,Hyderabad,1,67,4,0
14534,ATM,Electronics,Desktop,Chennai,20,34,36,0
48095,ATM,Food,Mobile,Delhi,0,36,6,0
3307,POS,Food,Laptop,Hyderabad,5,54,26,0
26561,ATM,Luxury,Mobile,Mumbai,11,29,41,0
23680,POS,Grocery,Laptop,Pune,19,32,23,0
41229,Online,Grocery,Laptop,Pune,16,26,47,0
9746,POS,Food,Mobile,Delhi,6,64,35,0
47220,ATM,Electronics,Mobile,Chennai,14,49,11,0
20898,ATM,Food,Mobile,Chennai,10,21,11,0
2953,ATM,Luxury,Laptop,Pune,11,27,7,0
21914,ATM,Grocery,Laptop,Chennai,17,51,45,0
43742,Online,Food,Laptop,Hyderabad,14,50,16,0
4942,ATM,Food,Desktop,Hyderabad,1,20,38,0
27390,POS,Luxury,Mobile,Pune,5,62,32,0
47670,ATM,Grocery,Desktop,Pune,0,53,16,0
12601,Online,Travel,Desktop,Chennai,7,34,11,0
17741,ATM,Electronics,Laptop,Mumbai,9,47,50,0
29354,POS,Electronics,Desktop,Chennai,12,37,39,0
46514,POS,Luxury,Laptop,Delhi,3,34,16,0
1836,POS,Grocery,Desktop,Hyderabad,9,32,34,0
8723,ATM,Luxury,Laptop,Mumbai,21,48,47,0
7500,POS,Food,Mobile,Pune,13,28,30,0
4661,Online,Grocery,Mobile,Hyderabad,20,44,24,0
36136,ATM,Food,Laptop,Bangalore,6,67,28,0
41379,POS,Luxury,Desktop,Mumbai,7,40,49,0
30887,Online,Electronics,Mobile,Mumbai,17,50,22,0
44879,Online,Luxury,Laptop,Bangalore,15,22,46,0
11379,ATM,Grocery,Laptop,Bangalore,7,42,15,0
1205,ATM,Grocery,Laptop,Delhi,12,62,8,0
21309,ATM,Electronics,Mobile,Hyderabad,4,69,43,0
2408,Online,Luxury,Desktop,Mumbai,11,61,46,0
13437,POS,Food,Desktop,Mumbai,5,25,24,0
22016,POS,Electronics,Mobile,Mumbai,16,46,43,0
28604,Online,Travel,Mobile,Hyderabad,12,41,22,0
32414,Online,Electronics,Mobile,Bangalore,0,61,5,0
25264,ATM,Travel,Laptop,Chennai,13,56,34,0
34879,ATM,Travel,Mobile,Pune,9,18,49,0
20051,ATM,Electronics,Mobile,Delhi,6,59,11,0
18239,Online,Luxury,Laptop,Delhi,14,59,11,0
23546,Online,Travel,Desktop,Mumbai,22,37,10,0
26936,POS,Grocery,Mobile,Pune,2,54,8,0
26043,POS,Grocery,Desktop,Mumbai,5,57,44,0
30475,Online,Luxury,Desktop,Chennai,21,38,48,0
47072,ATM,Food,Mobile,Chennai,3,60,17,0
35433,Online,Luxury,Desktop,Pune,20,20,15,0
46330,Online,Food,Laptop,Chennai,16,64,15,0
30932,Online,Grocery,Mobile,Delhi,5,21,29,0
43468,POS,Food,Mobile,Bangalore,21,23,42,0
16198,POS,Electronics,Laptop,Mumbai,20,24,5,0
23707,Online,Food,Desktop,Pune,9,61,21,0
6899,POS,Travel,Mobile,Mumbai,10,19,7,0
49910,POS,Electronics,Laptop,Mumbai,0,24,47,0
2485,Online,Electronics,Desktop,Chennai,4,60,45,0
18716,POS,Food,Desktop,Bangalore,16,47,38,0
1125,POS,Luxury,Mobile,Hyderabad,19,33,35,0
18639,POS,Food,Desktop,Delhi,16,65,7,0
20881,Online,Luxury,Laptop,Delhi,0,68,21,0
49567,POS,Food,Desktop,Chennai,18,42,29,0
21400,POS,Grocery,Laptop,Chennai,11,51,32,0
14246,POS,Travel,Desktop,Hyderabad,2,34,46,0
16986,Online,Luxury,Mobile,Mumbai,7,48,49,0
18299,Online,Travel,Desktop,Bangalore,19,65,4,0
11416,POS,Luxury,Desktop,Bangalore,2,30,6,0
8331,POS,Grocery,Laptop,Mumbai,8,69,5,0
43924,Online,Food,Desktop,Bangalore,17,42,35,0
26436,POS,Grocery,Desktop,Pune,1,34,37,0
1952,POS,Electronics,Mobile,Delhi,2,37,22,0
28300,POS,Travel,Desktop,Chennai,5,25,6,0
1364,POS,Travel,Mobile,Hyderabad,9,26,10,0
41579,ATM,Luxury,Mobile,Hyderabad,2,65,35,0
38172,ATM,Travel,Laptop,Chennai,10,40,29,0
26808,POS,Grocery,Mobile,Hyderabad,3,50,37,0
17227,Online,Food,Desktop,Delhi,11,59,28,0
9859,ATM,Luxury,Mobile,Bangalore,13,67,44,0
21730,Online,Luxury,Desktop,Bangalore,9,49,19,0
4743,ATM,Grocery,Mobile,Bangalore,10,60,41,0
44796,Online,Grocery,Desktop,Chennai,2,44,32,0
2175,Online,Electronics,Laptop,Mumbai,9,58,46,0
32468,Online,Food,Mobile,Hyderabad,9,60,7,0
9263,ATM,Electronics,Desktop,Mumbai,23,55,31,0
20083,ATM,Food,Laptop,Hyderabad,2,27,33,0
3351,Online,Travel,Desktop,Chennai,8,27,7,0
18281,ATM,Grocery,Mobile,Hyderabad,20,69,3,0
4325,Online,Grocery,Laptop,Hyderabad,2,48,30,0
36030,ATM,Electronics,Laptop,Delhi,5,36,38,0
45401,ATM,Food,Mobile,Delhi,7,35,17,0
21074,Online,Travel,Desktop,Bangalore,9,34,5,0
30817,Online,Food,Desktop,Bangalore,10,51,14,0
3359,ATM,Food,Laptop,Mumbai,19,30,34,0
16956,Online,Grocery,Desktop,Pune,8,53,6,0
13816,ATM,Grocery,Laptop,Pune,4,21,35,0
45519,POS,Grocery,Mobile,Delhi,14,24,49,0
8213,Online,Travel,Laptop,Bangalore,3,60,21,0
36281,POS,Food,Mobile,Hyderabad,0,38,27,0
22708,ATM,Electronics,Mobile,Hyderabad,23,64,47,1
34383,Online,Electronics,Desktop,Bangalore,14,37,9,0
23305,ATM,Luxury,Laptop,Mumbai,11,47,18,0
28629,Online,Grocery,Mobile,Chennai,16,39,22,0
38178,ATM,Grocery,Mobile,Mumbai,1,44,1,0
48582,Online,Travel,Mobile,Chennai,6,21,19,0
30941,Online,Grocery,Mobile,Hyderabad,21,60,16,0
27919,POS,Luxury,Laptop,Bangalore,3,47,3,0
41612,Online,Food,Laptop,Hyderabad,10,65,29,0
40981,ATM,Travel,Desktop,Delhi,10,56,32,0
31977,Online,Food,Desktop,Pune,20,55,26,0
11189,POS,Luxury,Desktop,Hyderabad,11,35,21,0
23000,POS,Luxury,Desktop,Bangalore,18,34,41,0
7306,ATM,Luxury,Laptop,Chennai,9,36,32,0
3936,ATM,Food,Desktop,Chennai,21,41,16,0
17471,ATM,Grocery,Mobile,Bangalore,6,54,17,0
19110,POS,Travel,Desktop,Delhi,22,51,24,0
27213,ATM,Travel,Mobile,Bangalore,16,27,26,0
31370,Online,Travel,Mobile,Chennai,18,23,46,0
41803,ATM,Luxury,Desktop,Bangalore,2,30,20,0
33138,ATM,Electronics,Desktop,Bangalore,4,64,17,0
29581,Online,Travel,Laptop,Bangalore,1,30,22,0
42907,ATM,Travel,Desktop,Pune,1,28,16,0
36741,ATM,Luxury,Mobile,Chennai,2,53,2,0
33856,Online,Electronics,Laptop,Delhi,20,32,50,0
37064,Online,Grocery,Desktop,Hyderabad,19,42,35,0
41123,POS,Travel,Desktop,Pune,7,21,41,0
30648,ATM,Food,Mobile,Bangalore,11,36,32,0
39707,POS,Grocery,Laptop,Bangalore,19,59,14,0
15710,Online,Grocery,Desktop,Pune,13,32,46,0
11740,POS,Luxury,Laptop,Hyderabad,22,22,18,0
39759,POS,Food,Mobile,Hyderabad,23,69,3,0
12604,POS,Electronics,Mobile,Pune,0,43,37,0
115,Online,Grocery,Mobile,Bangalore,4,39,11,0
49516,Online,Grocery,Desktop,Mumbai,2,67,8,0
7332,Online,Electronics,Laptop,Pune,0,63,44,0
6374,POS,Grocery,Desktop,Delhi,17,20,26,0
3274,POS,Electronics,Laptop,Delhi,17,58,24,0
39788,POS,Food,Laptop,Pune,2,36,40,0
31259,ATM,Food,Desktop,Pune,6,23,37,0
11184,ATM,Electronics,Mobile,Chennai,20,48,21,0
14002,POS,Electronics,Laptop,Delhi,4,19,34,0
5305,POS,Food,Desktop,Delhi,4,59,40,0
44851,ATM,Electronics,Laptop,Hyderabad,12,57,45,0
35668,Online,Travel,Laptop,Delhi,22,65,6,0
19227,POS,Travel,Laptop,Hyderabad,18,28,37,0
40798,Online,Grocery,Desktop,Chennai,11,45,47,0
7418,ATM,Luxury,Mobile,Delhi,15,59,34,0
21881,POS,Luxury,Mobile,Delhi,22,55,46,0
28702,POS,Grocery,Desktop,Delhi,22,65,25,0
3106,Online,Electronics,Mobile,Pune,22,64,49,0
48196,POS,Electronics,Desktop,Delhi,18,32,7,0
28878,POS,Grocery,Mobile,Chennai,2,68,22,0
17332,ATM,Electronics,Laptop,Pune,18,23,29,0
16147,ATM,Electronics,Desktop,Hyderabad,4,40,4,0
43922,Online,Luxury,Desktop,Mumbai,20,21,19,0
46789,POS,Luxury,Mobile,Chennai,11,18,34,0
9750,POS,Electronics,Laptop,Bangalore,2,38,11,0
39682,Online,Electronics,Desktop,Mumbai,19,56,32,0
48810,POS,Luxury,Laptop,Chennai,4,51,26,0
32044,POS,Grocery,Desktop,Hyderabad,1,54,29,0
31170,ATM,Grocery,Laptop,Mumbai,0,51,25,0
24296,POS,Electronics,Laptop,Hyderabad,14,51,40,0
24396,ATM,Luxury,Mobile,Hyderabad,19,53,25,0
31199,ATM,Travel,Desktop,Hyderabad,21,68,36,0
41204,Online,Food,Mobile,Hyderabad,21,43,35,0
22237,Online,Travel,Desktop,Mumbai,2,23,38,0
3712,ATM,Travel,Mobile,Mumbai,22,46,19,0
35555,ATM,Luxury,Mobile,Mumbai,6,57,45,0
181,POS,Luxury,Laptop,Chennai,0,27,12,0
339,Online,Grocery,Desktop,Mumbai,21,49,31,0
40928,POS,Grocery,Desktop,Bangalore,0,56,31,0
26212,ATM,Grocery,Desktop,Hyderabad,1,23,28,0
22169,POS,Luxury,Mobile,Chennai,14,64,8,0
15874,POS,Grocery,Laptop,Mumbai,19,54,47,0
16369,Online,Food,Laptop,Delhi,2,64,22,0
16144,POS,Travel,Desktop,Bangalore,2,27,9,0
8590,Online,Grocery,Mobile,Mumbai,0,35,49,0
35956,Online,Luxury,Desktop,Hyderabad,22,36,45,0
18850,Online,Luxury,Laptop,Delhi,0,19,22,0
2676,Online,Electronics,Desktop,Pune,8,58,48,0
13347,POS,Grocery,Laptop,Delhi,8,22,50,0
16577,Online,Travel,Desktop,Delhi,16,42,35,0
21203,ATM,Grocery,Desktop,Delhi,21,30,15,0
45908,POS,Travel,Laptop,Bangalore,2,29,30,0
33332,POS,Food,Desktop,Mumbai,1,54,23,0
21965,Online,Electronics,Laptop,Pune,3,58,4,0
9137,ATM,Travel,Laptop,Delhi,16,51,48,0
24453,Online,Luxury,Mobile,Hyderabad,12,59,48,0
2329,POS,Travel,Mobile,Hyderabad,3,46,21,0
37298,ATM,Electronics,Mobile,Delhi,4,36,47,0
29720,POS,Luxury,Mobile,Bangalore,20,23,4,0
18270,Online,Electronics,Desktop,Chennai,14,60,34,0
16756,Online,Travel,Mobile,Pune,19,36,5,0
12165,ATM,Travel,Mobile,Bangalore,14,55,15,0
19084,POS,Grocery,Laptop,Pune,7,46,42,0
45208,POS,Grocery,Mobile,Bangalore,21,42,8,0
7732,POS,Travel,Desktop,Mumbai,19,43,41,0
7920,POS,Grocery,Desktop,Hyderabad,11,52,25,0
33523,ATM,Luxury,Laptop,Bangalore,17,53,8,0
3796,POS,Electronics,Laptop,Hyderabad,13,25,37,0
27890,ATM,Electronics,Desktop,Delhi,8,64,19,0
30577,ATM,Electronics,Mobile,Chennai,21,48,45,0
39024,Online,Food,Desktop,Hyderabad,16,48,13,0
34013,ATM,Electronics,Mobile,Mumbai,10,62,49,0
43279,POS,Food,Desktop,Mumbai,10,70,34,0
39387,POS,Electronics,Mobile,Hyderabad,7,41,41,0
34356,Online,Food,Mobile,Mumbai,10,32,12,0
13582,ATM,Food,Laptop,Mumbai,8,66,33,0
2088,ATM,Electronics,Laptop,Hyderabad,0,51,21,0
27672,ATM,Electronics,Mobile,Pune,21,39,40,0
34935,ATM,Food,Laptop,Delhi,5,40,30,0
29456,POS,Food,Mobile,Mumbai,18,32,33,0
47449,Online,Electronics,Mobile,Pune,15,54,38,0
